date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-03-31,6.5,-0.8038126914472394,0.10651707632769816,,,-0.03806441717710573,-1.4978649794895103,0.07618354500097402,4.215989988532213,,,-0.05923053509089995,0.7243524929340075,,,-1.017670892167461,
2014-04-01,7.5,0.7570049552113977,-1.0876196289060946,,,-0.30862845823416973,-0.5455873338068631,-0.856989908677852,-0.49216578643709896,0.64151276786875,,-0.14570375251047268,0.3976999959757348,-0.0845157815260884,,,
2014-04-02,6.8,-0.47045899549621045,0.20356536477291196,,,-0.7054551545492075,0.39580997547317515,0.47011110271631157,0.5164564535839657,-0.1485523270563446,,-0.16063741802710482,-0.635247092153879,1.371247684623877,,-0.2602995868079052,1.266720889058547
2014-04-03,8.0,0.9535949730144109,-0.6270962630961783,,,1.0619962496131339,0.29581919462943046,-0.3382824653380684,0.16271287730159056,,,-0.1815279141332761,-0.40138674816641656,-0.6094382798125624,,,0.12200097695712706
2014-04-04,5.75,0.5186598346920462,0.5948587168397232,,,-0.263793283100985,1.6133920962798922,0.1711520672567171,0.039523900458928646,0.45928416649561676,,-0.19323043094129672,1.1794699771422248,-0.2608639196368495,-1.0397060298288205,-0.4097080959030049,0.08848874701144512
2014-04-05,7.6,-0.688049562140775,-0.13109212117131736,,,-0.5144444407608998,1.2008503218405542,-0.53949679112203,,0.08074350004009445,,-0.1637629945501874,-0.013356299754979055,,-1.1817990771505547,-0.24967722524286365,-1.626782907294695
2014-04-06,7.2,-0.9494059868177536,0.5986308736778455,,,-0.8847947321432097,0.20069854310310314,-0.00041852201178667196,,,,-0.25453907831934675,1.2888697890314118,,-0.5089575853143172,,
2014-04-07,8.0,-0.16296644839245744,0.8553712455954191,,,3.659881761059476,0.5099330918761195,0.07246262173436033,-0.3097891366346756,-0.95697093630267,,-0.19884687121143363,1.3986531452498419,0.19942004847625242,,,1.6294847508410661
2014-04-08,7.8,0.28068192856292506,-1.3900577109720758,,,0.584463888663644,-0.05806277204363125,,,0.048507412257713094,,-0.22806925216583052,-0.5549153814188106,0.5852755179324819,-0.6138496265689259,,-1.0146121097347711
2014-04-09,7.0,2.3080763773879625,-0.006225286092330256,,,-0.712022379708718,-0.10457029025175328,-0.07325291358089567,2.013279140569177,-1.2276682799446568,,0.00839324847606005,-1.8327205345584088,,,-0.8052100980965041,
2014-04-10,7.0,2.2288909337939713,-0.6717890120520761,,,0.09587713771441336,0.4391288868160479,0.07242136981344431,-0.4549975601222802,-0.9087657352942344,,-0.18382106996924905,-0.9208939722678715,-0.3787798905998046,,-1.0230661621247816,
2014-04-11,7.4,3.932503479692322,1.2231226030449789,,,-0.43059493049854825,0.6771102639976955,-0.1678353178568658,-0.37428179730730754,,,-0.05726305345149792,-0.6391348735019139,-0.6766778801434783,,-0.9316639416713509,-1.2612343961893513
2014-04-12,7.8,-0.6807221296025141,-0.46874213728131725,,,-0.5472435787878486,-0.48192268673870775,-0.34366995012706436,-0.32239785154407186,-0.18340527464956738,,-0.16801979303699777,-1.4317701987423228,,1.0392700805389714,2.3295698082099645,-0.9729086710667546
2014-04-13,7.2,-0.5054716782642537,1.2987964787918467,,,-0.617753187373245,1.669468708467588,-0.20908998890082445,,2.1301412258395978,,-0.2568693443781117,0.345665835683001,,-0.8292349969234775,-0.33317099443406833,1.8724363631882868
2014-04-14,6.8,-0.23900440720538282,-0.2080272405876757,,,0.6100654735020697,0.6338578073432654,-0.4991817471656,-0.34068631781952374,-0.44765827059576485,,-0.2232781944371012,0.3480794112549966,-1.549074674372345,,1.1391950424118409,0.4041305559674641
2014-04-15,6.8,-0.2548517009756703,-0.30090883678797165,,,-0.15692758083209718,0.016637723845563293,,0.08128474323475077,-0.07917592640143081,,-0.11467192827925358,-0.022849614830568875,,,-1.087597822398616,1.177684439281998
2014-04-16,6.75,-0.5493349909490349,0.7303985957904217,,,0.5407940823826446,1.0444386056672825,2.282704792743363,-0.005114614676053881,-1.227088265995241,,-0.2364075353283305,0.9086983902789526,,,,0.8734705418326361
2014-04-17,7.8,-0.33411990949992126,0.0003088673206337919,,,-0.6868858775541727,-0.2036572791413803,0.02909585233950749,-0.05648221940601184,1.578330454714031,,-0.2065018144094194,-0.36409925849033603,,-0.48021135335335663,,
2014-04-18,5.8,-0.6633422771792608,-0.27252530901965805,,,-0.43920248717130955,1.763930579200285,-0.4907021856439988,-0.07566012475169087,0.9078320635097417,,-0.250734640651742,-1.5918094354449845,-0.6908656782533019,-1.145866287199354,0.35027506047090945,0.5820587984128829
2014-04-19,6.75,-0.7654931835148275,-0.3069045717293582,,,-0.7848658602116736,-0.30567311033152184,-0.1382109383831292,-0.6885336126251137,,,-0.26123427437616076,1.4690023340102425,0.8660538866977844,-0.667907338510218,0.47630719443602165,-1.189629127888146
2014-04-20,8.0,-0.7554289122469312,-0.4479880156206737,,,-0.8635127330377106,-1.631687779382374,0.10355098604593445,,2.5311664955529465,,-0.2699257444866119,0.23532736713972538,,,0.34000773614954066,
2014-04-21,8.0,-0.395050495814129,-0.4078730596690129,,,-0.8156198366552426,-0.872604104531052,-0.28803791514966937,,-1.0560784031843256,,-0.27013688885766973,0.43722969728537675,-0.11991311165671548,0.6794137576453265,-0.10491816291722857,0.8294947810981582
2014-04-22,7.25,1.3414922622986436,1.7789244444148022,,,1.9537089636593028,1.0657517879401626,4.877142604010485,,-0.4430906607441146,,-0.2699564563951294,-0.5238290679414442,-1.012501272269442,,-0.5183439470977929,-0.9129965189696183
2014-04-23,7.0,-0.14747389642942543,-0.03377530172665258,,,0.5900955755559817,0.8302049598285453,-0.39817504373899404,-0.3013777746409568,-0.4528693334225485,,-0.25642402170460804,1.3087138242017173,0.42108753360650186,-0.7726936950884994,,-0.05942314559053927
2014-04-24,8.0,0.6966537128503868,-0.577050598918396,,,-0.16003784359846768,1.4042938702741843,0.6118149869413554,,-0.5513901403616176,,-0.24685726220140827,-0.30156598271805646,,,0.41328558652989444,0.3688523038321988
2014-04-25,7.0,0.5322413037488435,-1.282253869221089,,,0.22831837125953006,-0.8656077205578877,-0.5426447710425897,-0.35902475258206706,-0.9630278528056854,,-0.22479075593158784,-0.49399442285094436,-0.9426515659976024,,-0.527900274930694,-0.8581112013643344
2014-04-26,8.0,-0.6756182061982307,-0.07505522905197526,,,-0.904722632831256,-1.3054386138750307,-0.705114086505822,-0.49155783651082013,-0.7619261412816357,,-0.2330522593227941,-0.2277961944566848,3.3414633805643894,0.5030260328554611,,-0.47955078342324586
2014-04-27,7.25,-0.4419436069109427,4.427654377353971,,,-0.9884729926348407,0.36588144500152325,-0.5576772945688206,-0.41235778447095334,-0.8353432194725472,,-0.2680587163813192,2.794903161894653,0.5946559692094842,-0.3431911704953211,-0.042195001163168405,-0.6228465069890676
2014-04-28,7.5,0.35062396147630587,-0.45079112320144327,,,1.1148444663735053,0.2718562842060642,-0.506854604455957,,,,6.011189327763108,-0.979000912929734,-0.7446825908825594,,-0.7402552793946447,
2014-04-29,7.0,-1.0204215245794859,,,,-1.2787970651649627,-2.4906222806631746,,,,,,,,,,
2014-04-30,6.2,-0.3995041593976553,0.6522082255416896,,,-0.9927017288267646,-2.0127226698541607,,,,,-0.22140860700609868,2.034751588377276,,1.5069776156243824,-0.38459062063951244,
2014-05-01,6.4,-0.2673036589139965,-0.4385896535604445,,,1.2602812503170246,-0.08803938502975248,-0.08497029253971801,0.3877209746741585,-0.7368577571335204,,0.15800583094546788,-0.6873541769165846,-0.17765002327649812,-0.6237839861436695,,0.9186035594285468
2014-05-02,6.8,-0.12962509563142657,-0.3055046177480599,,,4.2516890634506355e-05,-0.3606541654374303,-0.31982939553552125,-0.5952424472254725,0.5387188894117183,,0.1506332590670884,-0.2788003309679086,-0.6305793966606604,2.820796669384248,-0.32644159998839056,
2014-05-03,7.4,-0.48959808253382014,-0.7943485817182919,,,-0.2868798703704606,-0.6105610184390129,-0.3886412664606533,-0.4958551264006804,-0.36132883324971404,,-0.27673802969464883,-0.39535479154460207,,0.8429607942614543,-0.27465317945852197,1.1853512659889958
2014-05-04,6.8,-0.6394703168826323,0.165258102591507,,,-0.2364403619425436,-0.19508105020678435,0.04771605273159001,,0.9430218421204638,,0.01208141963284851,-0.6756520327535409,-0.2525933435643964,,0.1041038159037586,-0.9040759973294009
2014-05-05,7.0,-0.26557016667805455,-0.6553103914244603,,,-0.8882167248559477,-0.9178401024044064,-0.34559259521152985,-0.695829011740458,1.4789486895687975,,0.479096871376729,-0.6246466913440736,0.07510065357633477,0.585010920516179,0.44985181601382185,-0.05833821728294521
2014-05-07,6.333333333333333,-0.6541036385453288,-0.418104293663982,,,-0.36509190350656073,-0.8956266994453589,-0.5464894500719514,-0.1819031220054226,-0.4748766335345013,,-0.15241924036398577,-1.1433344908134098,1.3765028768574654,0.1562217674882084,,-1.6598370563993927
2014-05-08,6.5,-0.5768587535548608,-0.9346887413217931,,,1.3818138923200343,-0.011231934223630436,,,1.39772861121465,,-0.19762607284786324,0.4236324510813171,,,,
