date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-03-20,6.2,0.03194171014061458,2.9174061534579545,0.0,0.0,-0.41237775449394065,0.3421676527687141,-0.5361289566284102,0.0,0.0,0.0,-0.7049301591009508,-0.09497111107665061,0.0,1.3356256248012854,-0.7868035866158914,0.0
2014-03-21,6.4,0.660594747135665,0.8789325238512178,0.0,0.0,-0.07756599137411316,0.15997406211998483,-0.6310531811560998,-0.726972300927058,0.0,0.9250780128744066,0.829417790324026,-0.07968433861752233,0.9639425849597785,0.0,-0.16100891327952377,0.0
2014-03-22,6.8,3.8703206237254095,-1.299979376595022,0.0,0.0,-0.3383697750462092,-0.016668689786842744,-0.7418213243045153,-0.6684405191817826,0.0,0.0,-0.17774752031151803,-0.42359395647404635,-0.05855364119485589,0.0,0.6494382709372358,0.0
2014-03-23,6.0,1.03606808052035,-0.9002844400842631,0.0,0.0,-0.16451174817263356,0.07402992760155239,-1.0066991432971635,-0.39942755952851056,0.0,0.0,-0.29667797976489757,-0.3038183872735475,0.0,0.0,0.19251598343315227,0.0
2014-03-24,6.75,-0.42309199788439134,-0.7008980327955207,0.0,0.0,-0.4501414224952813,-0.2326536087407575,0.5719942764326685,-0.7627430253737103,0.0,-1.150669913607235,-0.3626184743390024,-0.0812350101508442,1.3821000269363417,0.0,3.162185230581718,0.0
2014-03-25,6.6,0.38020719076328546,1.1959809204696594,0.0,0.0,-0.24868123453574653,0.9054305478168394,-0.9604848121701157,-0.40556319984562167,0.0,0.0,0.8189530917238178,-0.13853452104538833,0.0,0.08042748967339118,-0.19806465454328523,0.0
2014-03-26,7.0,-0.465114324715282,-0.3389358103667709,0.0,0.0,-0.311253566193799,-0.25761064168557857,0.7103596281472435,-0.5491383553081018,0.0,0.0,-0.03696821063225068,0.35766891398610207,0.0,0.0,0.356779570838688,0.0
2014-03-27,6.4,0.8371195066541677,0.37628809182677303,0.0,0.0,-0.32882008726737055,-0.4503595905651383,-0.3174190396972546,-0.17283080294615455,0.0,-0.6853038827111699,-0.4470938788803853,-0.10816910115878672,-0.47997942271608757,0.0,-0.4993366159704006,0.0
2014-03-28,8.0,0.32250599627658894,-1.1287295793109362,0.0,0.0,2.5918074332789622,-1.4521950925817568,0.0371122496765281,-0.2667113739873355,0.8771360211763342,0.0,1.3150276951183428,-0.5218300089509028,0.6308657319241964,0.0,0.19680917935893888,0.0
2014-03-29,7.5,-0.8047402636070236,0.39354351367698087,0.0,0.0,0.2925349273769988,-0.2227908547746605,0.33475147253098875,0.0,0.0,0.0,0.46685596086248976,-0.22286067925964384,-0.6707655766404121,0.0,-0.06094079490236599,0.0
